Spice_Type,Adulterant_Type,Adulteration_Level,Moisture,Ash_Content,Acid_Insoluble_Ash,Volatile_Oil,Protein,Fiber,Color_Intensity,Density,pH,Electrical_Conductivity,Is_Adulterated
Turmeric,None,0.0,8.11,2.1,0.51,1.16,9.64,14.08,80.67,0.301,5.42,0.157,0
Paprika,Seed Cake,17.786087939328677,6.62,3.77,1.49,0.21,9.05,17.37,76.57,0.438,5.31,0.495,1
Ginger,None,0.0,7.72,2.7,0.76,0.85,9.87,19.62,85.48,0.359,6.03,0.319,0
Turmeric,None,0.0,6.08,5.87,0.58,1.57,10.4,13.28,74.9,0.397,5.69,0.058,0
Cumin,None,0.0,3.99,4.01,1.17,0.1,12.14,15.66,67.26,0.328,5.35,0.05,0
Black Pepper,Cassava Starch,15.749021468510074,6.08,3.16,1.21,0.1,9.43,10.6,71.94,0.372,4.83,0.409,1
Cumin,Walnut Shell,7.859936986290187,5.2,2.22,0.3,0.8,13.08,13.69,61.95,0.335,5.6,0.389,1
Chili Powder,None,0.0,6.4,3.82,0.57,0.24,10.34,13.31,61.09,0.331,5.4,0.142,0
Ginger,None,0.0,6.22,2.5,0.42,1.06,7.42,14.93,56.1,0.394,5.91,0.198,0
Cumin,Pecan Shell,60.82556324470963,7.73,1.0,2.99,0.1,8.23,12.51,48.16,0.735,5.87,0.828,1
Ginger,Bean Powder,50.30436002441651,4.43,1.74,2.61,0.1,12.44,13.9,42.73,0.601,5.92,0.618,1
Cinnamon,None,0.0,4.07,3.95,1.07,0.95,7.72,18.68,67.92,0.363,5.72,0.33,0
Cumin,None,0.0,6.21,1.02,0.4,1.41,8.83,10.88,65.82,0.332,5.63,0.205,0
Chili Powder,None,0.0,3.73,1.51,0.54,0.4,11.38,17.69,58.07,0.303,5.43,0.189,0
Cumin,None,0.0,3.0,3.65,1.02,0.1,12.64,14.4,82.12,0.365,5.31,0.05,0
Cumin,None,0.0,5.42,3.86,0.51,0.55,11.17,17.21,62.16,0.406,5.54,0.199,0
Cumin,None,0.0,4.87,3.83,0.2,1.12,11.32,14.3,72.21,0.296,5.76,0.296,0
Chili Powder,None,0.0,6.76,2.87,0.93,1.79,9.05,14.64,72.57,0.326,5.49,0.343,0
Cinnamon,None,0.0,3.0,4.03,0.1,2.11,6.43,15.34,71.54,0.385,5.55,0.243,0
Chili Powder,None,0.0,3.0,3.73,0.57,0.12,8.22,15.37,66.38,0.369,5.31,0.115,0
Paprika,None,0.0,5.18,2.63,0.1,1.47,10.02,13.42,69.54,0.287,4.96,0.232,0
Black Pepper,None,0.0,4.73,3.17,0.23,1.28,7.35,8.2,84.51,0.335,5.75,0.226,0
Ginger,None,0.0,5.22,1.82,0.39,1.57,9.82,13.36,73.14,0.361,6.03,0.211,0
Ginger,None,0.0,4.11,3.22,0.59,1.06,11.73,16.57,54.96,0.328,5.71,0.355,0
Chili Powder,None,0.0,3.0,2.84,0.55,1.38,7.33,17.3,83.31,0.35,5.74,0.162,0
Cumin,None,0.0,5.06,3.18,0.31,0.55,6.85,13.13,69.97,0.375,6.22,0.173,0
Paprika,None,0.0,3.64,4.63,0.19,1.12,9.47,14.49,75.68,0.373,5.77,0.083,0
Turmeric,Starch,66.1897812485069,5.04,1.0,2.86,0.1,7.44,16.88,44.89,0.742,6.08,0.717,1
Cumin,Pecan Shell,15.407770570343448,3.0,3.18,1.85,0.94,11.13,13.24,78.28,0.483,5.28,0.284,1
Black Pepper,None,0.0,6.15,2.58,0.5,1.37,10.02,17.2,63.42,0.359,6.03,0.203,0
Chili Powder,None,0.0,4.23,2.82,0.82,1.31,11.07,11.14,72.34,0.417,5.63,0.185,0
Chili Powder,Talc,27.02016014046546,6.19,1.94,1.68,0.1,13.62,19.73,56.9,0.441,6.26,0.195,1
Chili Powder,Brick Powder,13.73639824770629,5.01,2.74,0.92,1.24,8.16,15.55,69.21,0.425,5.39,0.195,1
Cinnamon,None,0.0,4.81,3.39,0.1,1.57,10.4,13.92,70.81,0.395,5.92,0.324,0
Ginger,Bean Powder,25.706286782225426,5.41,2.9,1.59,0.1,12.34,11.78,73.64,0.526,5.78,0.147,1
Cumin,None,0.0,7.13,2.95,0.71,1.14,9.76,10.86,60.15,0.423,6.29,0.199,0
Cinnamon,None,0.0,5.96,2.29,0.41,1.83,11.93,12.93,63.89,0.335,5.28,0.05,0
Turmeric,Starch,49.28324094918483,4.51,1.0,2.96,0.1,9.4,16.51,58.8,0.53,5.55,0.32,1
Black Pepper,Cassava Starch,20.93662292121362,6.9,2.41,1.18,0.1,9.06,14.89,75.03,0.378,5.15,0.35,1
Cumin,None,0.0,6.12,3.58,1.03,0.1,10.89,14.63,78.85,0.309,5.94,0.1,0
Paprika,None,0.0,4.51,3.58,0.45,0.74,10.73,18.28,65.12,0.327,5.53,0.447,0
Paprika,Pedicel,37.75338328618503,5.4,1.79,2.36,0.1,10.62,12.97,71.91,0.529,5.74,0.549,1
Chili Powder,None,0.0,4.1,2.59,0.47,0.87,11.35,15.57,85.25,0.363,5.14,0.128,0
Black Pepper,None,0.0,5.46,3.03,0.78,1.32,9.98,16.04,69.68,0.317,5.92,0.242,0
Paprika,None,0.0,5.76,4.37,0.45,0.6,10.3,10.46,80.2,0.326,4.97,0.082,0
Cumin,None,0.0,3.52,4.95,0.73,0.99,10.2,13.54,57.09,0.364,5.93,0.06,0
Chili Powder,Talc,5.400901190341609,6.66,3.34,0.41,0.23,10.55,18.24,81.21,0.407,5.57,0.342,1
Cinnamon,None,0.0,3.44,4.86,0.1,1.58,8.18,14.64,69.16,0.283,4.86,0.203,0
Cinnamon,None,0.0,3.25,6.06,0.94,0.99,11.08,12.55,72.25,0.333,5.56,0.189,0
Ginger,None,0.0,4.55,3.58,0.1,1.44,9.56,13.71,74.48,0.329,5.52,0.096,0
Black Pepper,Mustard Husk,31.610976288572257,3.64,2.62,1.95,0.1,10.45,16.33,73.58,0.505,5.76,0.536,1
Turmeric,None,0.0,6.96,2.68,0.36,0.77,11.0,12.94,66.44,0.263,5.42,0.061,0
Ginger,None,0.0,9.35,3.16,0.29,1.1,9.15,16.63,78.93,0.332,5.62,0.234,0
Turmeric,None,0.0,3.0,3.94,0.48,0.18,9.49,13.15,51.91,0.398,5.13,0.195,0
Ginger,None,0.0,4.49,2.27,0.1,1.01,7.13,13.53,66.39,0.406,5.12,0.158,0
Cumin,Small Broken Rice,69.7000576421055,5.51,2.56,3.1,0.1,11.61,17.03,59.15,0.711,5.85,0.754,1
Turmeric,None,0.0,3.56,2.48,0.52,0.92,9.61,13.42,82.11,0.291,5.86,0.528,0
Cinnamon,None,0.0,9.3,2.61,0.19,0.91,10.75,12.83,78.66,0.391,5.84,0.22,0
Turmeric,None,0.0,7.36,4.59,0.2,0.38,10.69,10.94,50.38,0.33,5.3,0.203,0
Paprika,None,0.0,4.31,3.81,0.35,1.18,12.0,10.21,73.68,0.224,5.67,0.219,0
Ginger,Bean Powder,12.024431146876623,10.72,2.41,0.84,0.41,8.84,15.58,70.07,0.472,5.65,0.265,1
Cumin,None,0.0,4.53,3.54,0.86,1.06,9.59,14.31,53.19,0.407,5.16,0.356,0
Chili Powder,Sudan Red Dye,37.91446109804454,4.83,3.1,1.97,0.1,8.44,18.31,82.46,0.557,5.02,0.369,1
Ginger,Wheat Flour,46.459413580656104,3.0,3.01,2.39,0.1,7.44,13.6,49.93,0.539,5.03,0.371,1
Ginger,None,0.0,4.85,5.4,0.37,0.84,11.35,17.46,70.3,0.421,5.29,0.196,0
Cinnamon,None,0.0,3.0,1.26,1.16,0.95,6.93,16.16,59.5,0.427,5.33,0.298,0
Chili Powder,Sawdust,29.939681106497602,7.76,1.72,1.36,0.1,8.38,16.88,76.31,0.495,5.12,0.541,1
Ginger,Tapioca,42.97359417795006,7.33,1.05,2.35,0.1,9.79,14.17,73.12,0.524,6.03,0.399,1
Chili Powder,None,0.0,4.38,2.22,0.36,0.4,7.23,15.49,66.1,0.388,5.36,0.072,0
Turmeric,None,0.0,4.58,1.96,0.52,0.52,9.26,17.61,59.21,0.362,5.34,0.275,0
Ginger,Corn Starch,19.320921430803736,6.22,3.09,1.28,0.1,9.14,14.29,54.31,0.482,5.36,0.27,1
Cumin,None,0.0,3.14,4.22,0.1,2.22,9.44,18.79,59.88,0.408,5.51,0.304,0
Cinnamon,Hazelnut,60.56920787591997,7.73,3.41,3.08,0.1,10.13,16.36,53.73,0.655,5.76,0.736,1
Cinnamon,None,0.0,3.0,1.79,0.81,1.37,11.82,13.44,78.17,0.335,5.99,0.141,0
Paprika,None,0.0,5.48,2.69,0.6,1.52,7.71,14.85,68.5,0.2,5.54,0.128,0
Cinnamon,Corn Bran,16.436564117766956,7.15,1.63,0.94,0.54,7.2,14.9,59.2,0.506,6.15,0.278,1
Ginger,None,0.0,6.53,3.6,0.17,0.73,8.04,19.02,67.38,0.353,5.39,0.075,0
Cumin,Small Broken Rice,48.45380314523797,5.39,2.16,1.85,0.1,12.49,14.79,53.61,0.608,5.19,0.392,1
Black Pepper,None,0.0,7.0,3.1,0.53,1.57,8.98,15.09,58.21,0.371,5.93,0.085,0
Cinnamon,Peanut Shell,21.25520410252364,3.53,3.49,0.94,0.98,10.9,13.09,54.35,0.362,5.33,0.287,1
Chili Powder,None,0.0,4.59,3.65,0.32,1.86,8.46,16.39,49.54,0.296,5.79,0.224,0
Cinnamon,None,0.0,7.07,3.68,0.96,0.58,10.1,14.29,70.8,0.302,4.76,0.29,0
Turmeric,None,0.0,6.45,2.06,0.74,1.32,8.31,15.97,75.11,0.431,6.32,0.188,0
Cumin,Grass Seeds,49.110550688118096,4.31,2.39,1.88,0.1,6.62,16.88,57.9,0.521,5.47,0.522,1
Cumin,Rice Bran,26.721092754039994,7.3,1.51,1.49,0.1,7.58,17.76,72.1,0.479,5.48,0.311,1
Cumin,None,0.0,3.0,3.87,1.03,1.46,13.05,12.59,65.76,0.357,5.43,0.262,0
Cumin,None,0.0,6.94,3.5,0.65,0.9,11.81,14.83,60.78,0.336,5.98,0.269,0
Paprika,None,0.0,4.25,1.77,0.96,0.99,11.86,15.68,80.27,0.329,5.54,0.05,0
Ginger,None,0.0,6.72,4.82,0.49,0.12,12.46,15.66,63.65,0.418,5.29,0.157,0
Cinnamon,None,0.0,3.0,2.9,0.6,0.72,12.53,16.67,89.8,0.351,5.5,0.167,0
Black Pepper,Capsicum,18.74894744397937,4.57,3.16,1.34,0.24,9.92,17.33,44.06,0.429,5.12,0.223,1
Cinnamon,None,0.0,4.61,2.57,0.13,1.28,8.78,12.79,65.93,0.335,5.9,0.273,0
Cumin,None,0.0,3.78,3.78,0.66,1.44,8.72,13.85,54.42,0.292,5.96,0.084,0
Cinnamon,None,0.0,6.79,4.73,0.2,0.1,9.05,15.36,76.05,0.291,5.65,0.05,0
Ginger,None,0.0,6.79,3.24,0.5,0.71,10.0,11.98,68.9,0.241,5.96,0.126,0
Cinnamon,Corn Bran,13.785647634881993,6.06,2.11,0.62,0.36,9.78,12.12,69.35,0.265,5.14,0.252,1
Cinnamon,Corn Bran,10.104299953465915,5.61,3.51,0.82,0.1,7.9,19.38,59.32,0.436,5.32,0.317,1
Cinnamon,None,0.0,5.57,4.69,0.21,1.78,8.17,14.32,55.79,0.322,5.59,0.166,0
Cumin,None,0.0,6.04,1.0,0.76,0.1,9.4,15.63,91.25,0.37,4.66,0.359,0
Turmeric,None,0.0,4.25,4.94,0.1,0.94,6.26,15.13,64.17,0.285,5.53,0.212,0
Black Pepper,Corn Flour,47.47717953144531,5.2,2.65,2.1,0.1,7.96,15.03,62.84,0.618,5.9,0.387,1
Black Pepper,None,0.0,3.0,2.95,0.65,1.9,8.35,13.11,46.33,0.283,5.44,0.127,0
Black Pepper,Papaya Seeds,41.4659394469456,3.94,2.7,2.54,0.1,8.94,14.01,69.64,0.635,5.36,0.482,1
Ginger,None,0.0,4.5,4.09,0.47,0.94,9.11,15.51,64.75,0.372,5.7,0.209,0
Paprika,None,0.0,7.24,3.09,0.52,1.77,11.63,13.82,58.49,0.331,6.03,0.185,0
Cumin,None,0.0,6.26,3.74,0.19,1.54,9.48,19.34,67.8,0.324,5.69,0.091,0
Turmeric,Metanil Yellow,18.72307262402344,6.52,2.72,1.57,0.1,9.19,17.01,57.36,0.388,4.86,0.474,1
Turmeric,None,0.0,4.93,3.57,1.0,0.66,9.45,9.87,65.95,0.256,5.54,0.05,0
Ginger,None,0.0,8.31,2.6,0.62,1.18,9.52,13.93,60.4,0.348,5.09,0.08,0
Paprika,None,0.0,3.94,4.26,0.27,1.76,10.38,16.29,86.68,0.385,6.0,0.121,0
Cinnamon,Peanut Shell,63.26231476875507,8.69,2.27,3.15,0.1,9.23,11.74,44.25,0.699,5.58,0.8,1
Paprika,None,0.0,5.36,2.5,0.32,0.76,11.45,13.08,61.26,0.349,5.87,0.309,0
Paprika,None,0.0,4.12,2.67,0.55,1.27,12.92,16.0,77.56,0.361,6.03,0.277,0
Chili Powder,None,0.0,3.01,4.12,0.36,1.22,10.72,11.05,73.59,0.409,5.76,0.328,0
Chili Powder,Talc,27.25055306313786,5.07,2.41,1.82,0.24,9.46,13.7,63.02,0.606,5.65,0.505,1
Ginger,None,0.0,6.29,3.59,0.72,1.35,9.53,15.25,44.7,0.341,6.12,0.25,0
Chili Powder,Artificial Color,34.78121011223304,5.07,2.15,1.64,0.1,11.2,19.04,84.1,0.431,5.39,0.55,1
Cumin,Rice Bran,49.124972806143205,4.53,1.0,1.86,0.1,9.2,18.84,59.62,0.626,5.19,0.381,1
Ginger,Wheat Flour,37.2129441395038,4.31,1.0,1.68,0.1,7.76,13.97,60.05,0.499,5.56,0.353,1
Black Pepper,Papaya Seeds,68.54589138967829,8.34,2.25,3.45,0.1,9.51,13.17,49.65,0.609,5.78,0.778,1
Chili Powder,None,0.0,4.53,2.06,0.1,0.95,10.63,14.5,82.73,0.242,5.65,0.155,0
Turmeric,Metanil Yellow,16.059993849521327,8.2,2.65,0.47,0.1,12.52,14.72,53.55,0.502,5.1,0.243,1
Cumin,Walnut Shell,50.2074401379458,6.52,1.0,2.92,0.1,10.88,15.97,68.72,0.536,5.7,0.683,1
Ginger,None,0.0,4.91,3.47,0.54,0.89,10.21,16.2,55.47,0.362,5.79,0.236,0
Cumin,None,0.0,4.55,3.72,0.37,0.33,11.83,14.23,60.21,0.385,5.35,0.186,0
Ginger,None,0.0,5.41,3.4,0.47,0.89,10.07,13.6,62.92,0.299,5.2,0.212,0
Paprika,None,0.0,5.05,2.59,0.41,1.23,11.23,11.51,64.41,0.387,5.46,0.243,0
Turmeric,None,0.0,5.26,3.92,0.1,0.75,8.44,15.3,65.46,0.31,5.08,0.199,0
Cumin,None,0.0,9.25,1.81,1.05,1.61,9.04,16.73,64.32,0.33,4.8,0.058,0
Chili Powder,None,0.0,4.22,2.17,0.43,1.13,10.08,13.29,68.63,0.279,5.75,0.334,0
Paprika,Potato,56.79804270588998,5.41,3.39,2.9,0.1,11.03,17.99,46.2,0.625,6.01,0.647,1
Black Pepper,None,0.0,4.4,2.76,0.11,0.94,8.48,19.21,65.44,0.268,5.71,0.059,0
Black Pepper,None,0.0,5.68,3.26,0.87,1.53,14.91,15.45,74.44,0.334,5.96,0.259,0
Black Pepper,None,0.0,7.56,2.24,0.1,0.91,8.14,14.15,72.06,0.35,5.21,0.192,0
Black Pepper,None,0.0,4.6,2.54,0.25,1.34,11.96,12.82,71.56,0.26,5.11,0.335,0
Chili Powder,None,0.0,5.49,2.28,0.46,0.57,7.58,11.72,75.18,0.315,5.39,0.267,0
Chili Powder,None,0.0,9.38,1.45,0.86,0.71,11.73,16.31,55.78,0.355,5.47,0.05,0
Paprika,Annatto,16.633458376483183,5.19,2.25,1.41,0.1,10.15,15.91,59.59,0.473,5.43,0.395,1
Chili Powder,None,0.0,6.08,4.0,1.02,0.53,11.91,15.0,71.96,0.432,5.51,0.132,0
Black Pepper,None,0.0,5.57,3.51,0.39,0.96,12.41,14.38,70.65,0.341,5.59,0.288,0
Chili Powder,None,0.0,7.68,2.99,0.17,1.46,8.92,13.27,76.66,0.383,5.36,0.433,0
Cinnamon,Hazelnut,52.72664284673567,5.28,3.61,2.82,0.1,7.93,16.81,66.08,0.573,4.99,0.44,1
Cinnamon,Hazelnut,45.07553479471538,4.77,1.0,1.56,0.1,10.08,15.51,59.38,0.564,5.8,0.58,1
Chili Powder,None,0.0,4.03,2.94,0.32,0.9,10.04,18.08,59.7,0.429,5.03,0.333,0
Chili Powder,None,0.0,3.08,2.68,0.76,2.24,10.9,14.12,61.02,0.344,5.34,0.288,0
Turmeric,None,0.0,4.94,4.19,0.85,1.64,10.59,16.07,69.03,0.32,5.65,0.203,0
Black Pepper,None,0.0,5.16,4.05,0.18,0.93,10.95,18.94,70.16,0.342,5.03,0.356,0
Chili Powder,None,0.0,5.24,1.67,0.79,0.89,8.39,13.27,74.97,0.417,4.94,0.242,0
Cinnamon,None,0.0,3.9,2.59,0.59,0.53,9.1,16.73,60.73,0.354,5.5,0.155,0
Chili Powder,None,0.0,4.74,4.79,0.2,0.81,12.65,14.76,71.97,0.316,5.69,0.28,0
Turmeric,None,0.0,5.73,4.4,0.53,0.28,11.93,16.95,72.81,0.272,4.86,0.248,0
Ginger,None,0.0,3.16,3.99,0.32,1.26,9.27,13.62,63.94,0.333,6.27,0.494,0
Ginger,None,0.0,6.04,1.83,0.1,0.58,13.71,10.76,74.81,0.304,5.27,0.261,0
Cinnamon,None,0.0,3.2,2.59,0.1,1.21,12.86,11.75,65.69,0.286,5.69,0.195,0
Chili Powder,None,0.0,3.0,2.34,0.66,1.21,11.12,14.79,74.48,0.323,5.76,0.116,0
Turmeric,None,0.0,8.14,1.0,0.77,0.12,8.57,16.82,75.74,0.26,5.23,0.058,0
Ginger,Bean Powder,20.51820032700228,5.26,3.58,1.45,0.77,9.02,14.34,68.78,0.315,5.24,0.282,1
Cinnamon,None,0.0,6.42,2.12,0.98,1.51,8.96,15.23,65.97,0.438,5.87,0.16,0
Black Pepper,None,0.0,4.51,3.18,0.3,0.25,10.51,15.63,64.39,0.338,5.11,0.245,0
Turmeric,None,0.0,3.73,4.08,0.14,0.96,11.77,14.6,66.41,0.259,5.5,0.05,0
Chili Powder,Talc,57.65995864325116,8.27,2.16,2.88,0.1,8.98,16.58,61.71,0.647,5.98,0.445,1
Cumin,None,0.0,3.96,2.66,0.62,0.1,12.22,12.0,62.49,0.38,6.15,0.136,0
Cumin,None,0.0,5.17,1.45,0.61,0.75,10.54,10.99,73.03,0.25,5.43,0.199,0
Cinnamon,None,0.0,5.72,3.95,0.1,0.74,11.02,14.89,74.42,0.405,5.87,0.283,0
Turmeric,Lead Chromate,36.0185519769618,6.06,3.29,2.61,0.1,10.42,14.86,67.82,0.601,5.37,0.503,1
Black Pepper,Cassava Starch,69.8325582762708,8.45,1.89,3.52,0.1,9.15,15.83,53.39,0.661,5.97,0.78,1
Cumin,None,0.0,3.19,3.52,0.89,0.39,9.7,16.81,67.06,0.373,5.28,0.221,0
Paprika,None,0.0,5.28,3.56,0.41,0.61,10.29,17.94,71.24,0.373,5.26,0.444,0
Cumin,None,0.0,5.64,3.5,0.1,0.23,11.5,15.29,57.59,0.377,6.01,0.076,0
Black Pepper,Cassava Starch,26.816192182351195,5.83,2.09,1.88,0.1,9.67,13.21,54.89,0.507,5.27,0.284,1
Chili Powder,None,0.0,4.36,2.1,0.16,1.04,6.95,16.05,63.21,0.305,4.98,0.061,0
Ginger,None,0.0,3.92,3.94,0.37,1.81,8.97,11.21,74.21,0.286,5.45,0.166,0
Cinnamon,Walnut Shell,20.583618722662212,7.18,3.3,1.36,0.1,7.33,14.61,64.77,0.528,5.15,0.242,1
Cumin,Pecan Shell,63.86260256322032,5.55,2.2,2.92,0.1,8.32,13.0,55.59,0.728,6.01,0.788,1
Ginger,Rice Powder,48.34175572780275,5.91,1.35,2.81,0.1,10.03,13.46,63.71,0.543,5.6,0.563,1
Chili Powder,Talc,50.31839610130913,6.57,2.99,2.21,0.1,12.1,16.93,49.96,0.629,5.58,0.367,1
Turmeric,Metanil Yellow,22.189543961747304,5.71,1.0,1.68,0.1,11.78,17.82,63.27,0.47,5.34,0.291,1
Turmeric,None,0.0,3.93,2.06,0.28,1.03,8.42,16.11,71.59,0.376,4.93,0.218,0
Turmeric,Chalk Powder,45.5524050830629,5.61,1.42,2.36,0.1,9.25,17.33,50.47,0.542,5.41,0.489,1
Black Pepper,None,0.0,8.38,4.29,0.93,1.34,8.33,14.8,70.13,0.269,5.24,0.165,0
Cumin,None,0.0,3.44,4.61,1.21,1.12,10.33,14.57,58.14,0.334,5.63,0.05,0
Black Pepper,None,0.0,5.83,3.27,0.28,0.82,6.34,15.33,78.95,0.324,5.34,0.321,0
Ginger,Wheat Flour,55.11689673773375,3.75,1.0,2.39,0.1,8.06,18.47,54.29,0.591,5.52,0.496,1
Cumin,None,0.0,4.24,2.44,0.15,1.47,12.23,14.75,62.94,0.371,5.8,0.285,0
Paprika,None,0.0,4.51,3.15,0.26,1.06,8.03,14.82,70.45,0.378,5.69,0.05,0
Paprika,None,0.0,5.04,2.32,0.6,0.26,9.61,14.82,80.24,0.321,5.65,0.337,0
Chili Powder,Talc,63.175829180720044,5.49,1.0,2.69,0.1,11.72,13.75,58.32,0.642,5.97,0.608,1
Ginger,None,0.0,3.81,2.41,0.67,1.31,11.1,14.06,62.81,0.333,5.09,0.115,0
Cinnamon,None,0.0,6.81,4.58,0.3,0.54,11.61,18.24,68.54,0.353,6.02,0.244,0
Turmeric,Chalk Powder,65.29943389251316,5.84,1.0,2.94,0.1,10.48,12.11,49.61,0.672,5.28,0.7,1
Chili Powder,None,0.0,6.31,4.38,0.94,1.29,10.54,11.58,59.99,0.343,5.87,0.086,0
Ginger,None,0.0,4.49,2.61,0.33,0.93,10.1,14.62,68.12,0.414,5.32,0.115,0
Black Pepper,None,0.0,6.19,2.29,0.3,0.35,9.71,13.89,71.12,0.283,5.61,0.158,0
Ginger,Tapioca,48.295768032319565,8.47,2.41,2.64,0.1,7.94,17.31,44.86,0.589,5.96,0.685,1
Cinnamon,None,0.0,4.49,3.54,0.1,1.51,9.12,14.99,71.49,0.379,5.41,0.358,0
Cumin,Rice Bran,40.2466873943315,6.9,1.0,2.11,0.1,10.42,8.99,69.12,0.609,5.69,0.476,1
Paprika,None,0.0,7.3,2.28,0.1,0.87,10.52,16.54,82.36,0.341,5.45,0.05,0
Chili Powder,Talc,56.95586162060643,6.41,2.19,3.35,0.1,9.24,15.78,45.8,0.709,5.8,0.632,1
Cumin,Pecan Shell,56.20976745615103,4.93,3.56,2.55,0.1,10.85,15.04,55.73,0.665,5.32,0.772,1
Cinnamon,Corn Bran,42.57545513875982,8.42,1.66,1.6,0.1,11.75,16.15,50.87,0.589,6.28,0.41,1
Paprika,None,0.0,4.46,2.03,0.63,0.2,7.74,12.96,53.26,0.317,5.25,0.402,0
Chili Powder,None,0.0,5.89,2.38,0.31,0.38,8.48,9.14,70.95,0.352,5.48,0.159,0
Cumin,None,0.0,7.29,2.66,0.42,0.51,9.68,13.93,78.28,0.332,4.5,0.212,0
Cumin,Walnut Shell,55.117996335378,9.18,3.58,2.43,0.1,7.58,14.44,39.3,0.55,5.55,0.65,1
Chili Powder,None,0.0,8.78,1.46,0.57,0.81,11.96,12.99,73.79,0.278,6.59,0.164,0
Ginger,None,0.0,3.0,2.72,0.94,1.3,8.84,12.61,79.09,0.287,5.77,0.06,0
Turmeric,None,0.0,4.34,5.53,1.11,1.66,11.04,20.75,69.54,0.327,5.37,0.05,0
Chili Powder,None,0.0,6.79,2.15,0.83,1.83,9.28,13.15,74.18,0.441,5.24,0.379,0
Paprika,None,0.0,5.97,2.95,0.27,0.64,13.11,17.12,75.48,0.362,5.6,0.278,0
Cinnamon,None,0.0,3.0,3.59,0.66,1.22,12.75,14.96,55.61,0.384,5.49,0.198,0
Ginger,None,0.0,3.0,3.22,0.54,1.92,9.37,18.66,71.05,0.463,5.87,0.272,0
Ginger,Corn Starch,32.09138326327718,6.89,1.3,1.92,0.1,12.95,14.25,53.6,0.43,5.65,0.364,1
Ginger,None,0.0,4.97,2.28,0.43,1.23,7.11,13.49,65.45,0.384,5.84,0.05,0
Black Pepper,None,0.0,6.96,3.27,0.15,0.88,9.0,14.96,68.59,0.381,5.28,0.292,0
Cinnamon,Peanut Shell,17.70162794248464,4.75,3.85,1.21,0.43,8.65,12.79,45.61,0.427,5.09,0.395,1
Cinnamon,None,0.0,4.67,4.53,0.6,1.62,9.36,14.82,82.57,0.259,5.57,0.063,0
Chili Powder,None,0.0,6.95,2.85,0.4,1.35,11.18,14.27,66.32,0.317,5.93,0.15,0
Chili Powder,None,0.0,4.92,3.23,0.55,0.1,8.92,14.72,68.21,0.274,5.59,0.246,0
Paprika,None,0.0,4.85,1.9,0.39,0.72,9.53,13.82,75.79,0.349,5.72,0.138,0
Paprika,Seed Cake,16.09279413717388,6.59,2.3,1.64,0.2,10.18,16.34,62.37,0.368,6.12,0.388,1
Chili Powder,None,0.0,5.11,3.56,0.77,1.31,7.09,15.62,84.27,0.355,5.52,0.079,0
Ginger,None,0.0,5.89,2.34,0.1,0.1,9.62,15.84,71.03,0.282,5.45,0.263,0
Ginger,None,0.0,4.08,2.45,0.55,0.59,10.22,13.11,63.2,0.363,5.5,0.424,0
Cinnamon,Coffee Bran,54.245893605008995,8.13,1.79,2.36,0.1,10.11,15.74,45.89,0.617,5.67,0.675,1
Cinnamon,Walnut Shell,44.62108160696897,6.94,1.55,2.0,0.1,12.0,14.95,71.66,0.611,5.82,0.621,1
Chili Powder,Talc,59.18580196088462,5.06,1.0,2.78,0.1,10.81,14.61,40.28,0.579,6.82,0.44,1
Chili Powder,None,0.0,6.3,3.64,0.12,0.74,10.87,15.87,69.91,0.247,5.65,0.153,0
Paprika,None,0.0,5.49,3.19,0.62,0.84,9.32,9.08,68.21,0.296,5.41,0.12,0
Chili Powder,Sudan Red Dye,65.94177596386271,6.95,1.0,3.62,0.1,10.29,14.0,98.36,0.625,5.73,0.592,1
Cumin,None,0.0,4.73,1.6,0.1,0.94,11.24,13.46,68.83,0.344,5.13,0.13,0
Black Pepper,None,0.0,4.81,2.04,0.63,1.34,11.79,19.88,52.99,0.352,5.15,0.33,0
Cinnamon,None,0.0,7.58,2.99,0.63,1.39,12.89,19.41,76.98,0.394,5.65,0.373,0
Ginger,Tapioca,42.61420034319906,5.52,3.56,1.7,0.1,11.25,13.46,43.22,0.588,5.64,0.473,1
Cumin,None,0.0,6.24,2.9,0.54,1.67,10.94,14.5,73.6,0.27,4.79,0.301,0
Turmeric,None,0.0,3.29,4.41,0.1,1.66,9.05,10.6,68.25,0.381,5.3,0.313,0
Paprika,None,0.0,5.34,4.6,0.31,0.84,13.8,11.83,67.89,0.312,5.37,0.249,0
Turmeric,None,0.0,5.01,1.2,0.18,1.57,9.14,13.26,73.19,0.277,5.12,0.18,0
Paprika,None,0.0,7.22,3.11,0.78,1.08,10.36,18.15,62.09,0.351,5.76,0.107,0
Paprika,None,0.0,4.79,4.64,0.63,1.54,11.38,12.08,82.21,0.262,5.72,0.261,0
Cumin,None,0.0,7.52,4.9,0.57,1.62,12.42,17.26,71.51,0.335,5.39,0.109,0
Cumin,Walnut Shell,40.56058299741732,6.42,1.45,2.39,0.1,12.16,15.92,58.26,0.566,5.82,0.599,1
Cinnamon,Walnut Shell,68.86521688063816,8.49,1.0,3.17,0.1,11.81,14.02,58.61,0.698,6.15,0.53,1
Paprika,None,0.0,3.0,3.04,0.24,0.88,11.79,19.63,64.09,0.366,5.41,0.094,0
Black Pepper,None,0.0,7.02,4.52,0.74,0.72,8.27,12.43,79.49,0.343,5.43,0.205,0
