Fat_percent,SNF_percent,Protein_percent,Lactose_percent,Moisture_percent,Total_Solids_percent,pH,Specific_Gravity,Acidity_Titratable_pct,Viscosity_cP,Conductivity_mS_cm,CLR_Corrected_Lactometer,Urea_mg_per_100mL,Melamine_ppm,Total_Plate_Count_CFU_mL,Coliform_CFU_mL,MBRT_hours,Adulteration_Index_0_1,FSSAI_Chemical_Score,Estimated_Added_Water_pct,Is_Adulterated
6.4199,9.0354,3.2653,4.7697,85.1966,15.4553,6.792,1.0297,0.1461,1.8071,4.9172,17.15,24.182,0.0,59904,10,4.18,0.0436,97.8,0.04,0
2.4744,9.0138,3.4359,4.9007,88.7287,11.4882,6.587,1.0307,0.139,1.8726,4.8943,16.61,24.275,0.0,15803,8,4.81,0.0,99.54,0.83,0
3.0755,8.842,3.2757,4.6359,88.1858,11.9175,6.599,1.0306,0.1577,1.7778,5.0037,16.54,21.573,0.0,240156,14,3.51,0.049,100.0,0.85,0
3.7207,8.8592,3.1394,4.6762,87.8108,12.5799,6.737,1.0305,0.1469,1.9473,4.5202,21.44,23.951,0.0,28210,12,3.59,0.0,99.23,0.0,0
3.1727,8.8114,3.0341,4.5155,88.0314,11.9841,6.709,1.0309,0.169,1.9065,5.0566,17.51,22.708,0.0,26965,44,4.1,0.0085,98.14,0.0,0
2.0524,9.3918,3.379,4.963,89.3858,11.4442,6.669,1.0292,0.1503,1.9008,4.6303,17.65,26.556,0.0,16928,17,3.98,0.0,100.0,0.42,0
3.5504,8.826,3.2405,4.7774,87.7285,12.3764,6.771,1.0283,0.1322,1.7933,4.6819,17.67,21.902,0.0,16244,17,4.35,0.0,100.0,0.51,0
6.1199,9.6214,3.2488,4.8377,86.4047,15.7413,6.619,1.0314,0.13,1.7071,4.7554,18.52,23.865,0.0,31878,5,3.59,0.0113,98.55,0.4,0
1.931,9.4383,3.2529,4.7233,89.0571,11.3693,6.679,1.0312,0.1535,2.0541,4.5152,20.72,28.704,0.0,31725,10,3.41,0.0494,100.0,0.45,0
4.849,8.592,3.3375,4.7329,87.3,13.441,6.623,1.0284,0.1418,1.8712,4.9571,16.6,27.829,0.0,27193,6,4.17,0.0,100.0,1.75,0
3.2427,8.8193,3.2499,4.6791,87.6594,12.062,6.657,1.0281,0.1516,2.0957,5.1759,19.86,20.962,0.0,13547,7,4.19,0.0011,97.77,0.0,0
4.5325,9.0746,3.2103,4.8186,86.7882,13.6071,6.793,1.0294,0.1541,1.944,5.1403,17.23,26.744,0.0,70265,8,4.9,0.0292,100.0,0.23,0
2.4521,9.3951,3.3638,4.9426,88.5756,11.8472,6.797,1.0311,0.1685,2.0119,4.9946,18.19,27.605,0.0,38473,15,3.07,0.0,100.0,1.42,0
7.2784,9.4811,3.5843,4.8681,85.2628,16.7595,6.712,1.0281,0.1306,1.7518,4.8007,15.1,24.874,0.0,131113,23,3.03,0.0,98.93,0.0,0
5.1679,8.8006,3.2765,4.5263,86.9014,13.9685,6.779,1.0297,0.1469,1.9811,4.6869,20.37,24.401,0.0,39739,4,3.37,0.0,100.0,1.68,0
3.4059,8.6095,3.1119,4.5953,87.538,12.0154,6.775,1.0284,0.1523,1.8871,4.9221,19.28,21.243,0.0,49587,18,4.91,0.0143,100.0,0.7,0
4.7761,8.6984,3.4493,4.7214,87.1083,13.4745,6.565,1.0283,0.1468,1.771,4.6836,14.58,27.421,0.0,20577,31,3.6,0.0481,100.0,0.0,0
1.981,9.2995,3.3999,4.6592,88.7152,11.2805,6.609,1.0302,0.1419,2.0406,4.5989,20.49,26.006,0.0,41429,31,4.99,0.0,100.0,1.74,0
3.15,8.9002,3.1669,4.775,87.5424,12.0502,6.584,1.0287,0.1491,1.8582,5.158,16.32,26.574,0.0,39375,3,4.54,0.0466,98.68,0.0,0
4.7471,8.7903,3.2271,4.8316,86.503,13.5374,6.716,1.0306,0.1508,1.9444,5.0489,14.24,20.346,0.0,61568,28,3.95,0.0,100.0,1.17,0
1.7109,9.0803,3.4501,4.7445,88.9346,10.7912,6.656,1.0289,0.1566,1.8996,4.7189,16.08,25.056,0.0,51527,19,3.06,0.0,100.0,1.09,0
6.3724,9.7254,3.4788,4.7228,86.316,16.0978,6.697,1.0295,0.1601,1.8486,4.9254,18.29,27.453,0.0,30990,44,4.78,0.0033,97.0,0.0,0
4.5655,8.8056,3.1745,4.8547,87.2617,13.3711,6.562,1.0305,0.1051,1.8757,5.1005,17.79,27.58,0.0,11560,8,4.64,0.698,68.92,0.6,1
2.3892,10.3929,4.036,4.7116,89.2628,12.7821,6.741,1.0332,0.1642,1.9956,5.1325,21.74,22.833,0.0,63019,11,3.68,0.6471,62.2,0.0,1
2.3816,9.2166,3.2499,4.8451,88.558,11.5982,6.746,1.0296,0.137,1.7115,4.6883,17.09,24.639,0.0,18660,10,4.25,0.0,100.0,0.51,0
2.4079,9.0423,3.4722,4.8405,88.5259,11.4502,6.749,1.0301,0.1583,2.0518,4.6252,14.89,24.271,0.0,36194,16,3.81,0.0,97.27,1.4,0
6.5029,9.389,3.2006,4.9597,85.4294,15.8919,6.755,1.0291,0.1563,2.0286,5.0474,14.64,20.886,0.0,6783,10,3.67,0.0006,100.0,1.09,0
3.1027,8.5902,3.333,4.6379,87.8552,11.6929,6.594,1.029,0.1506,1.8436,4.6048,17.07,21.565,0.0,33223,22,4.99,0.0,97.14,0.0,0
5.0855,8.8974,3.2622,4.6113,87.0082,13.9829,6.576,1.0312,0.1581,1.7337,4.5701,20.18,27.907,0.0,88741,29,4.94,0.0401,100.0,0.0,0
4.7897,8.6629,3.4694,4.7964,86.8161,13.4526,6.556,1.0301,0.14,1.7457,4.6395,17.31,28.224,0.0,46207,2,3.15,0.0,97.2,1.45,0
3.2382,8.7792,3.1728,4.7954,87.5509,12.0174,6.556,1.0304,0.1472,2.0642,5.0791,17.58,26.721,0.0,26574,7,4.41,0.0218,100.0,0.15,0
3.4238,8.5883,3.1048,4.7299,88.1533,12.0121,6.666,1.0282,0.158,1.802,4.6377,20.64,23.089,0.0,23649,11,4.72,0.0477,99.42,0.0,0
1.7901,9.3097,3.1564,4.9283,89.0267,11.0998,6.603,1.0285,0.1576,1.7234,5.1361,17.0,21.328,0.0,78195,36,4.47,0.0101,100.0,0.0,0
0.4917,8.9131,3.4156,4.7623,89.6169,9.4048,6.628,1.0304,0.1532,2.0694,5.0998,20.41,28.912,0.0,20564,5,4.7,0.0,100.0,1.09,0
5.3743,8.8967,3.1392,4.8193,86.9926,14.271,6.754,1.031,0.1483,1.7078,4.8045,15.29,21.653,0.0,77164,6,4.52,0.0,99.5,0.0,0
2.416,9.4747,3.364,4.8881,88.9975,11.8907,6.554,1.0289,0.1692,2.0226,4.7405,14.08,20.643,0.0,25156,4,3.09,0.0341,98.93,0.0,0
3.5816,8.8465,3.3949,4.5675,88.1623,12.4281,6.779,1.0286,0.1601,1.9273,4.8321,18.63,23.338,0.0,88135,11,4.04,0.0454,100.0,0.0,0
0.4586,8.988,3.467,4.5021,90.4751,9.4466,6.731,1.0313,0.1587,1.914,5.087,21.74,22.051,0.0,35918,4,4.06,0.0,100.0,0.0,0
1.8505,9.3831,3.491,4.6507,88.834,11.2336,6.609,1.028,0.1487,1.9146,5.0791,14.49,22.53,0.0,61315,9,4.96,0.0,100.0,0.47,0
4.8962,8.9371,3.4752,4.6769,87.0749,13.8333,6.777,1.0307,0.1468,1.9428,4.7394,18.5,27.362,0.0,21652,2,3.59,0.0,100.0,0.0,0
2.3172,9.1012,3.1153,4.6252,88.9534,11.4184,6.596,1.0316,0.1521,2.0229,5.1814,16.3,28.097,0.0,58893,33,3.64,0.0255,100.0,0.0,0
4.8552,8.6752,3.1147,4.7126,87.4983,13.5304,6.592,1.0315,0.1481,1.8093,4.6517,18.99,28.797,0.0,59070,3,3.95,0.0199,99.53,0.53,0
1.753,9.3477,3.1302,4.6665,88.7168,11.1007,6.799,1.0308,0.1454,1.9948,5.1711,17.16,20.579,0.0,124736,7,4.29,0.048,98.9,1.57,0
3.6543,8.8011,3.3997,4.6521,88.1731,12.4554,6.753,1.0305,0.1524,1.9835,5.0365,18.16,25.835,0.0,87230,9,4.25,0.0,99.0,0.23,0
3.0846,8.718,3.0346,4.5924,88.4003,11.8026,6.736,1.0303,0.1378,1.9379,4.5969,18.44,28.169,0.0,53682,10,3.59,0.0,100.0,0.96,0
3.2579,8.6706,3.2926,4.7795,88.4743,11.9285,6.77,1.032,0.145,2.0793,4.6179,15.72,20.455,0.0,41934,17,4.48,0.0,100.0,0.98,0
4.5927,8.8726,3.4287,4.5406,87.2919,13.4653,6.671,1.0282,0.137,1.983,5.1288,14.99,25.827,0.0,41281,13,3.66,0.0145,100.0,0.79,0
6.2824,9.0533,3.2755,4.7642,85.1773,15.3357,6.662,1.0294,0.1487,1.8717,5.156,14.79,21.079,0.0,72477,10,3.43,0.0401,98.17,0.55,0
4.8185,9.0063,3.4206,4.8167,87.4777,13.8248,6.742,1.0314,0.13,1.845,4.9198,16.43,21.776,0.0,24612,20,4.87,0.0407,100.0,0.91,0
5.3226,9.0481,3.4889,4.5374,87.0912,14.3707,6.718,1.0319,0.1513,1.9743,4.7093,14.31,23.353,0.0,25819,6,4.0,0.0468,100.0,0.0,0
3.7389,8.8681,3.3973,4.7614,87.9142,12.607,6.668,1.0289,0.1396,1.8589,4.6244,21.63,25.006,0.0,11647,40,4.7,0.0315,100.0,0.0,0
5.3592,8.9744,3.3184,4.6604,86.9308,14.3336,6.664,1.0312,0.1455,1.8534,4.8205,18.56,20.253,0.0,134985,10,4.4,0.0,100.0,0.0,0
1.0602,7.6205,3.4422,4.9837,88.9742,8.6807,6.819,1.0202,0.1506,1.9599,4.1184,11.12,24.164,0.0,49990,17,4.63,0.6203,76.18,13.0,1
0.5,9.1004,3.2033,4.5924,89.7536,9.6004,6.634,1.0308,0.1684,2.0278,4.6183,17.94,21.749,0.0,32999,4,3.74,0.0,100.0,0.38,0
3.7336,8.6239,3.3737,4.6166,88.4605,12.3575,6.597,1.0313,0.1377,1.7906,4.6096,17.59,26.322,0.0,48498,5,3.1,0.0,100.0,0.0,0
3.461,8.7421,3.3384,4.6934,88.3013,12.2031,6.598,1.0306,0.138,1.9333,5.1981,14.73,20.305,0.0,43490,5,4.79,0.0433,98.95,0.66,0
3.7958,8.9096,3.2223,4.6454,88.335,12.7054,6.797,1.0296,0.1696,1.7624,4.5623,20.14,22.717,0.0,69036,15,3.78,0.0,98.59,0.0,0
2.0185,10.5369,3.2774,4.8034,89.2223,12.5554,6.704,1.0284,0.1642,2.68,5.0026,15.75,29.438,0.0,113357,9,4.93,0.6454,72.26,1.06,1
0.1027,8.9068,3.3936,4.8314,89.5623,9.0095,6.622,1.0283,0.1496,1.7633,5.0189,17.02,28.421,0.0,229693,7,3.33,0.0,97.19,0.89,0
2.047,9.0207,3.4641,4.9698,88.6799,11.0677,6.661,1.0317,0.1446,1.7091,5.1201,18.43,21.628,0.0,19126,8,4.28,0.0,97.9,1.11,0
2.1464,9.1465,3.2978,4.6168,88.6924,11.2929,6.758,1.0299,0.1535,2.0495,4.9905,15.62,28.617,0.0,45046,8,4.8,0.0184,100.0,0.0,0
3.1997,8.8082,3.2852,4.7676,87.8319,12.0079,6.786,1.0306,0.1609,1.8623,4.9696,17.23,23.102,0.0,17029,17,4.39,0.029,100.0,1.7,0
2.214,9.1209,3.1333,4.9367,88.7494,11.3349,6.64,1.0296,0.143,2.0906,5.1111,21.7,23.988,0.0,26710,22,3.32,0.0003,100.0,1.43,0
3.504,8.84,3.0509,4.6466,88.3892,12.344,6.792,1.0281,0.134,1.771,4.7094,21.53,24.182,0.0,106209,6,3.37,0.0,100.0,0.0,0
0.4586,8.7406,3.4289,4.541,90.3285,9.1992,6.588,1.0286,0.1671,1.8206,4.7131,15.69,27.493,0.0,33629,29,3.71,0.0445,98.24,0.0,0
4.8644,8.7471,3.3545,4.8005,87.1785,13.6115,6.673,1.0312,0.149,1.9146,4.9629,21.16,24.093,0.0,39633,14,4.98,0.0,100.0,1.02,0
0.279,10.021,3.2628,4.6118,89.8521,10.3,6.55,1.0338,0.1496,1.7628,4.6343,15.52,27.702,0.0,22885,4,3.64,0.5773,69.06,0.0,1
3.6786,8.8202,3.0298,4.652,88.2806,12.4988,6.793,1.0281,0.1404,1.9197,4.692,15.31,28.268,0.0,242476,15,3.13,0.0,97.37,0.45,0
3.2087,8.5045,3.2593,4.6533,87.9455,11.7132,6.693,1.0315,0.1356,1.9277,4.9082,16.98,27.18,0.0,43375,9,4.73,0.0,100.0,1.4,0
3.7697,8.895,3.2762,4.6564,87.5867,12.6647,6.74,1.0306,0.1604,1.9896,5.1864,19.17,29.034,0.0,39859,11,5.0,0.0,100.0,0.51,0
6.8321,9.1356,3.2004,4.9477,86.0073,15.9677,6.716,1.0304,0.1489,1.8677,4.6716,16.63,23.983,0.0,55495,10,4.39,0.0,97.12,1.45,0
2.0145,9.3232,3.1516,4.9716,88.8225,11.3377,6.789,1.03,0.1503,1.7469,5.0967,21.34,21.351,0.0,25295,50,3.57,0.0,98.36,0.0,0
6.3629,9.369,3.4983,4.6616,86.1767,15.7319,6.585,1.0307,0.1551,1.9489,4.6269,21.1,26.975,0.0,161221,2,3.29,0.0258,100.0,0.96,0
5.0982,8.8592,3.403,4.8339,86.8972,13.9574,6.748,1.0302,0.1692,2.0185,4.7999,18.1,22.356,0.0,47918,20,4.65,0.0345,100.0,0.0,0
2.2572,9.0517,3.1925,4.7577,88.6701,11.3089,6.668,1.0318,0.1473,2.0143,5.1139,17.97,22.087,0.0,43587,3,4.65,0.0308,100.0,1.66,0
3.3643,8.7769,3.0489,4.7406,88.2841,12.1412,6.646,1.0283,0.1617,1.9949,4.6655,15.48,24.563,0.0,64326,14,4.43,0.0167,97.31,1.51,0
1.7989,9.1281,3.4183,4.8875,88.7256,10.927,6.716,1.0286,0.1683,1.9418,5.0639,17.51,25.578,0.0,14001,35,3.41,0.0,98.58,1.32,0
3.6688,8.6324,3.0842,4.7409,87.9442,12.3012,6.655,1.0297,0.1529,1.7151,4.8268,15.27,25.423,0.0,36191,17,3.15,0.0,100.0,0.0,0
3.1514,8.8959,3.1735,4.6417,88.497,12.0473,6.649,1.0307,0.1652,1.7507,5.1428,16.29,24.229,0.0,20197,20,3.19,0.0401,100.0,0.89,0
3.1383,8.9671,3.0903,4.5838,87.8315,12.1054,6.591,1.0294,0.1489,1.9207,5.0456,21.34,23.115,0.0,25305,21,4.01,0.0085,100.0,0.0,0
5.3699,8.5883,3.3712,4.7288,86.9801,13.9582,6.731,1.0318,0.1337,1.7078,4.5757,18.95,29.867,0.0,134999,3,4.32,0.0,99.2,1.15,0
7.2072,9.2952,3.5418,4.9209,85.5231,16.5024,6.59,1.0316,0.1462,1.8823,5.0746,19.29,22.363,0.0,13854,3,4.67,0.037,100.0,0.77,0
4.6942,8.6524,3.4072,4.5813,87.0619,13.3466,6.744,1.0311,0.1587,1.7853,4.7031,19.98,27.751,0.0,84190,3,4.72,0.0,100.0,0.17,0
3.0273,8.8702,3.2332,4.7722,88.4364,11.8975,6.747,1.0318,0.1407,2.0404,4.7765,20.96,28.236,0.0,58698,22,3.84,0.0,100.0,0.32,0
7.2111,9.0473,3.5595,4.8603,86.3113,16.2584,6.592,1.0296,0.1452,1.7907,4.5902,20.42,24.128,0.0,36962,9,3.25,0.0343,100.0,0.0,0
1.6132,9.232,3.332,4.8822,88.9108,10.8452,7.614,1.0306,0.1133,2.0558,5.8857,16.76,21.634,0.0,401078,2,4.79,0.6079,75.53,0.3,1
6.4699,9.4214,3.3297,4.6444,85.6641,15.8913,6.777,1.0284,0.132,1.7021,4.9623,17.63,27.304,0.0,21381,35,4.58,0.0,100.0,0.0,0
2.2969,9.1732,3.4098,4.705,88.8286,11.4701,6.784,1.0292,0.1508,1.8565,4.7345,20.84,27.785,0.0,10035,3,3.45,0.0,97.81,1.74,0
0.1795,9.1608,3.3652,4.8972,90.2365,9.3403,6.754,1.0287,0.1678,1.7662,4.9885,20.07,21.846,0.0,29845,19,4.69,0.0242,98.57,0.0,0
0.1414,8.9077,3.1956,4.8815,90.1358,9.0491,6.799,1.0304,0.1558,1.7179,5.1791,15.77,29.603,0.0,30514,3,4.61,0.0,99.32,1.36,0
3.135,8.696,3.0728,4.5413,88.3574,11.831,6.728,1.0288,0.1305,2.0181,4.734,16.89,20.793,0.0,12671,16,4.11,0.0,100.0,0.75,0
5.2184,8.76,3.3425,4.7587,86.905,13.9784,6.732,1.0299,0.1306,1.7052,5.0931,16.48,27.853,0.0,84096,2,3.52,0.0099,98.48,0.6,0
3.252,8.5388,3.0149,4.5522,87.7516,11.7908,6.703,1.0318,0.1436,1.8607,4.9045,18.6,25.279,0.0,64990,37,4.91,0.0,100.0,0.83,0
4.8778,8.9449,3.3024,4.831,87.1413,13.8227,6.689,1.0283,0.1532,1.8559,4.7152,18.69,28.981,0.0,24871,8,3.72,0.0349,98.92,0.0,0
1.7868,9.1096,3.279,4.9976,88.9127,10.8964,6.786,1.0295,0.1576,2.0153,5.0749,19.34,28.363,0.0,193550,4,3.69,0.0156,98.23,1.3,0
3.3149,8.7367,3.3418,4.602,88.3696,12.0516,6.744,1.0314,0.1373,1.8721,4.9946,19.08,25.354,0.0,31421,5,4.72,0.0416,98.97,0.0,0
7.3033,9.6551,3.4558,4.9245,86.1712,16.9584,6.773,1.0313,0.1641,1.9007,4.7333,20.87,28.611,0.0,42882,6,4.25,0.0213,100.0,0.79,0
0.4219,8.7883,3.2117,4.8054,89.9715,9.2102,6.702,1.0284,0.1642,2.0453,4.9388,15.52,26.599,0.0,40982,18,3.17,0.0284,100.0,0.0,0
3.6246,8.6573,3.1928,4.7906,88.1721,12.2819,6.583,1.0288,0.1607,1.8182,5.1609,14.08,21.697,0.0,27053,5,3.91,0.0459,98.4,0.0,0
7.1599,9.2216,3.4906,4.6196,85.5019,16.3815,6.555,1.0287,0.1368,1.8926,5.184,15.79,28.869,0.0,177389,5,3.69,0.0,98.83,0.0,0
2.3738,9.1528,3.2157,4.7232,88.9754,11.5266,6.553,1.0309,0.1623,1.7817,4.6512,17.36,27.342,0.0,75416,22,3.93,0.0,97.98,0.36,0
3.3244,8.8138,3.3079,4.6645,88.0395,12.1382,6.653,1.0302,0.1485,2.0603,5.0753,19.74,23.753,0.0,51758,2,3.14,0.0,100.0,1.53,0
6.1269,9.7554,3.4069,4.6298,86.2249,15.8823,6.71,1.0298,0.1565,1.9827,5.1691,20.39,25.143,0.0,37151,3,4.41,0.051,100.0,1.49,0
3.5005,8.5452,3.1124,4.7581,87.6561,12.0457,6.606,1.0286,0.1355,1.8392,5.1764,19.08,25.718,0.0,85139,28,3.92,0.025,100.0,1.15,0
5.4626,8.6082,3.4653,4.6714,86.8779,14.0708,6.709,1.0307,0.1487,1.7223,5.1862,18.91,24.31,0.0,10751,6,3.03,0.0,100.0,1.58,0
3.2849,8.6206,3.089,4.7857,88.4586,11.9055,6.771,1.0317,0.1505,1.9516,4.7929,17.47,20.384,0.0,26230,50,4.62,0.013,100.0,0.0,0
3.1882,8.8851,3.0078,4.7148,87.6021,12.0733,6.682,1.0297,0.1576,1.7145,4.9315,17.05,28.472,0.0,15399,11,3.84,0.0,100.0,0.0,0
2.4549,9.4751,3.3796,4.8038,88.6827,11.93,6.565,1.0281,0.1651,2.0236,5.1991,19.24,29.53,0.0,61225,3,3.32,0.0329,97.63,0.26,0
0.1341,9.0856,3.3154,4.5246,89.5017,9.2197,6.736,1.0307,0.1475,1.7954,4.9258,16.93,27.263,0.0,16978,28,4.3,0.0158,100.0,0.68,0
1.5976,9.2326,3.3606,4.6917,89.1795,10.8302,6.619,1.0288,0.1653,1.7021,4.7847,21.98,26.723,0.0,26389,15,4.39,0.0,100.0,0.0,0
5.2014,9.1204,3.4635,4.8445,87.1485,14.3218,6.72,1.0307,0.1387,1.903,5.1294,20.44,23.233,0.0,145402,5,3.98,0.0469,100.0,0.0,0
6.2928,9.1323,3.5109,4.6916,85.79,15.4251,6.695,1.0315,0.1647,1.8804,4.7985,18.46,26.062,0.0,22993,14,3.68,0.0,97.78,0.0,0
4.5618,8.5102,3.1421,4.6309,87.1064,13.072,6.563,1.0284,0.1471,2.0093,4.7037,17.14,26.634,0.0,47066,14,3.84,0.0,99.04,1.21,0
3.4761,8.7949,3.1914,4.6629,87.5081,12.271,6.721,1.029,0.1343,1.8315,4.5206,14.22,24.106,0.0,59858,18,4.86,0.0422,100.0,0.0,0
6.5516,9.2122,3.2976,4.9892,85.5896,15.7638,6.708,1.0312,0.1501,1.9308,4.6367,16.25,27.224,0.0,36795,10,4.88,0.0139,98.0,0.0,0
4.6823,9.1596,3.402,4.5832,86.8377,13.8419,6.724,1.0311,0.1476,1.9866,4.6479,21.81,26.327,0.0,36498,1,4.52,0.0244,100.0,0.0,0
7.3062,9.0047,3.3552,4.711,85.8556,16.3109,6.628,1.0314,0.1541,1.7583,4.6452,19.17,24.33,0.0,27623,2,3.02,0.0086,100.0,0.85,0
6.5811,9.3296,3.542,4.6721,85.9653,15.9107,6.787,1.0301,0.1583,1.9586,5.1308,18.08,26.273,0.0,109990,10,3.08,0.0,100.0,0.0,0
3.3583,8.9466,3.3641,4.5818,87.8584,12.3049,6.673,1.0292,0.1685,1.7868,4.7995,14.85,24.513,0.0,28326,6,4.4,0.0,100.0,0.42,0
7.2156,9.0725,3.4956,4.8863,86.0341,16.2881,6.693,1.031,0.1555,2.0217,4.6921,19.06,21.531,0.0,35530,5,3.02,0.0,99.24,0.72,0
4.6303,8.7419,3.4231,4.5985,86.5633,13.3722,6.765,1.0305,0.1401,1.9221,4.9588,20.92,22.332,0.0,98574,27,3.75,0.0485,97.41,0.11,0
3.6401,8.6341,3.136,4.7751,88.2552,12.2742,6.614,1.0308,0.1655,1.7923,4.7756,20.11,21.188,0.0,33088,5,4.88,0.0,97.91,0.77,0
3.0853,8.57,3.1055,4.5799,88.2322,11.6553,6.708,1.03,0.1529,2.0352,5.0396,16.83,24.22,0.0,56249,8,4.22,0.0,97.26,0.0,0
3.5883,8.6359,3.3972,4.5549,87.7145,12.2242,6.794,1.032,0.1618,1.9516,5.1794,21.56,26.956,0.0,20313,3,4.01,0.0,97.43,0.08,0
7.4583,9.4169,3.2459,4.6795,85.6109,16.8752,6.595,1.0291,0.1613,1.867,4.5378,14.48,24.393,0.0,15640,16,3.96,0.0,98.06,0.0,0
4.7037,8.7939,3.2289,4.7882,87.1994,13.4976,6.659,1.0288,0.1568,1.8585,4.5891,19.98,23.223,0.0,26318,4,4.72,0.0,98.21,0.0,0
3.5964,8.604,3.0055,4.671,88.3132,12.2004,6.692,1.0297,0.1506,2.0537,4.5052,18.94,27.998,0.0,27629,15,4.01,0.0,100.0,0.0,0
5.3599,8.6763,3.4924,4.7455,87.2935,14.0362,6.596,1.031,0.1309,2.0268,4.96,18.89,23.651,0.0,54247,3,3.14,0.0,99.27,0.0,0
1.7858,9.1181,3.421,4.9015,88.7034,10.9039,6.584,1.0284,0.144,2.0546,4.7763,19.71,21.573,0.0,15569,11,3.2,0.0502,99.01,0.74,0
6.3732,9.7536,3.3193,4.9102,85.5897,16.1268,6.553,1.0302,0.169,1.8477,4.7409,17.53,25.205,0.0,65242,10,3.28,0.0,99.48,0.0,0
3.4961,8.7981,3.3444,4.5647,87.6756,12.2942,6.773,1.0318,0.1528,1.9005,4.9314,19.49,21.703,0.0,52408,25,4.53,0.05,100.0,0.4,0
7.3077,9.1247,3.2826,4.8749,85.5287,16.4324,6.589,1.029,0.1363,2.0812,4.7361,15.23,20.142,0.0,28290,8,4.32,0.0285,100.0,0.0,0
3.1343,8.8424,3.2116,4.7745,88.331,11.9767,6.582,1.0307,0.1578,2.0053,4.9482,17.08,26.183,0.0,30010,12,4.64,0.0128,100.0,0.0,0
7.2916,9.5235,3.5814,4.6663,85.6909,16.8151,6.603,1.0307,0.149,1.8723,4.8274,21.44,28.2,0.0,46326,2,3.34,0.0165,100.0,0.55,0
0.1596,8.9853,3.4693,4.5706,89.8669,9.1449,6.71,1.0307,0.1566,1.9169,4.5251,15.78,29.575,0.0,75176,17,3.39,0.0413,100.0,0.92,0
0.3283,8.8902,3.3722,4.5276,89.9984,9.2185,6.592,1.0296,0.144,1.834,4.8482,14.46,27.973,0.0,39082,9,3.21,0.0507,97.8,0.57,0
1.6203,9.4092,3.3139,4.8532,88.6701,11.0295,6.591,1.0307,0.1599,2.0681,4.8234,16.16,24.696,0.0,103300,6,3.68,0.0032,100.0,0.0,0
5.3624,9.1647,3.1588,4.8706,86.9921,14.5271,6.665,1.0319,0.1497,1.8315,4.6681,15.03,20.759,0.0,258264,13,3.69,0.0,97.94,0.51,0
5.1691,9.1224,3.3806,4.7686,87.2574,14.2915,6.605,1.0313,0.1559,1.8255,4.85,21.03,22.073,0.0,29246,24,3.84,0.0,100.0,0.0,0
3.2969,8.8135,3.0046,4.729,88.2401,12.1104,6.76,1.0303,0.1612,1.897,4.6335,16.07,29.156,0.0,44644,4,4.62,0.0432,100.0,1.7,0
4.7795,8.9802,3.1311,4.7649,87.4008,13.7597,6.604,1.031,0.1671,1.7365,5.1436,21.47,22.028,0.0,23625,10,4.08,0.0,100.0,0.0,0
6.8567,9.2204,3.411,4.7295,86.1858,16.0771,6.736,1.0287,0.141,2.0677,5.1588,21.61,23.924,0.0,9400,12,3.8,0.0507,100.0,0.0,0
3.6465,8.8405,3.3526,4.7192,88.4523,12.487,6.764,1.0296,0.1454,1.9965,4.7256,17.6,29.322,0.0,43337,2,4.57,0.0,99.25,0.0,0
7.0345,9.3257,3.5796,4.6775,85.9398,16.3602,6.651,1.0318,0.1331,1.9348,4.6413,14.64,20.579,0.0,53430,3,3.92,0.0,99.65,1.04,0
3.1077,8.5267,3.0479,4.6414,88.1685,11.6344,6.586,1.0305,0.1462,1.8859,4.7327,20.99,21.47,0.0,28929,4,3.37,0.0,100.0,1.13,0
3.2973,8.9593,3.0534,4.7652,88.2098,12.2566,6.631,1.0286,0.1477,2.0135,4.9518,21.78,29.925,0.0,18308,6,3.67,0.0285,97.12,0.92,0
3.2192,8.923,3.171,4.5817,87.8842,12.1422,6.587,1.0298,0.1497,1.7147,5.0787,16.34,28.308,0.0,64860,14,3.92,0.0,99.35,0.0,0
5.4936,8.6043,3.3297,4.6377,86.8879,14.0979,6.697,1.031,0.1569,1.9116,5.1795,20.32,29.668,0.0,19232,3,3.46,0.0,100.0,1.09,0
3.6257,8.8473,3.3952,4.6531,87.9272,12.473,6.669,1.0315,0.1317,2.0912,4.9185,15.78,23.315,0.0,45331,5,3.74,0.0263,99.53,1.87,0
5.2482,8.6575,3.3115,4.8304,86.9631,13.9057,6.714,1.0313,0.1325,2.0107,4.8231,20.29,29.833,0.0,90329,20,3.53,0.0326,100.0,1.21,0
7.0534,9.4305,3.4848,4.6753,85.9087,16.4839,6.701,1.0309,0.1518,1.8287,4.9865,17.38,26.639,0.0,24659,30,4.93,0.0472,100.0,0.0,0
4.877,8.5746,3.1791,4.8059,87.2699,13.4516,6.76,1.0297,0.1647,1.9104,5.003,20.32,22.138,0.0,21884,8,4.65,0.0257,98.54,0.0,0
3.0595,8.9185,3.1975,4.707,88.3211,11.978,6.634,1.0281,0.132,1.7151,4.8155,16.1,20.612,0.0,26093,3,4.58,0.01,100.0,0.0,0
4.7084,8.5085,3.4586,4.8649,86.5614,13.2169,6.588,1.031,0.1566,1.8189,5.0819,14.05,26.742,0.0,48243,28,3.85,0.0247,100.0,0.0,0
3.3696,8.7765,3.1246,4.7722,88.2973,12.1461,6.697,1.0319,0.1096,1.8133,5.0192,18.78,27.973,0.0,17704,32,3.36,0.7314,69.37,0.0,1
